off_w,def_w,sos_w,hca,fc,fb,thresh,spread_acc,win8,n8,win7,n7,win5,n5
0.45,0.54,0.11,2.3,4,1,7,74.90%,83.58%,3186,56.13%,269,54.17%,360
0.51,0.46,0.11,2.3,4,1,6,74.98%,83.58%,3180,54.94%,253,54.17%,336
0.51,0.47,0.11,3,4,0,5,74.92%,83.49%,3288,56.59%,258,54.17%,336
0.51,0.47,0.11,3,4,0,6,74.92%,83.49%,3288,56.81%,257,54.17%,336
0.47,0.51,0.11,3,5,1,7,74.86%,83.48%,3287,56.44%,264,54.17%,360
0.49,0.5,0.11,2.3,4,1,6,74.92%,83.46%,3193,54.83%,259,54.17%,360
0.48,0.5,0.11,3,5,0,7,74.79%,83.41%,3298,56.18%,267,54.17%,360
0.45,0.53,0.12,2.7,5,0,6,74.94%,83.32%,3286,57.25%,262,54.17%,360
0.44,0.54,0.12,2.3,5,1,7,75.11%,83.31%,3230,56.55%,267,54.17%,360
0.51,0.46,0.12,2.3,4,0,7,74.90%,83.31%,3236,54.31%,267,54.17%,360
0.44,0.53,0.12,2.3,5,1,5,75.05%,83.30%,3234,55.43%,267,54.17%,360
0.46,0.53,0.12,2.3,4,0,7,75.03%,83.28%,3230,57.41%,270,54.17%,360
0.52,0.46,0.12,2.7,4,0,5,75.13%,83.25%,3301,56.69%,254,54.17%,336
0.45,0.53,0.12,3,5,0,6,74.88%,83.14%,3339,56.06%,264,54.17%,360
0.44,0.52,0.08,2.7,5,0,6,74.53%,85.47%,3008,53.77%,305,54.16%,397
0.46,0.51,0.08,2.7,5,0,7,74.86%,85.31%,3016,54.83%,290,54.16%,373
0.44,0.53,0.08,2.5,5,0,6,74.86%,85.09%,2984,55.21%,288,54.16%,373
0.48,0.48,0.08,3,4,0,7,74.56%,85.05%,3063,52.67%,300,54.16%,397
0.5,0.46,0.09,2.5,4,1,5,74.75%,84.76%,3071,53.82%,275,54.16%,373
0.5,0.46,0.09,2.7,4,0,5,74.75%,84.75%,3096,54.17%,288,54.16%,397
0.48,0.48,0.09,2.5,5,0,5,74.88%,84.73%,3072,53.85%,299,54.16%,397
0.49,0.47,0.09,2.5,5,0,5,74.83%,84.73%,3071,53.87%,297,54.16%,397
0.46,0.5,0.09,3,4,0,6,74.75%,84.67%,3144,53.55%,310,54.16%,397
0.44,0.53,0.09,2.7,4,0,7,74.96%,84.61%,3093,53.48%,273,54.16%,373
0.48,0.48,0.09,3,4,1,6,74.75%,84.61%,3144,54.51%,277,54.16%,373
0.49,0.51,0.09,2.5,4,1,6,75.03%,84.61%,3087,53.98%,289,54.16%,397
0.5,0.5,0.09,2.3,4,1,5,74.88%,84.58%,3054,54.29%,280,54.16%,397
0.47,0.5,0.1,2.7,5,0,5,75.16%,84.04%,3183,55.27%,275,54.16%,373
0.48,0.48,0.1,3,5,0,5,74.75%,84.03%,3212,53.33%,300,54.16%,397
0.45,0.56,0.1,2.5,5,0,6,74.81%,84.00%,3169,55.06%,316,54.16%,421
0.48,0.52,0.1,2.3,4,1,6,74.92%,84.00%,3138,54.36%,287,54.16%,397
0.44,0.54,0.1,2.5,5,0,7,74.86%,83.99%,3142,56.88%,276,54.16%,373
0.52,0.47,0.1,2.3,5,0,7,74.88%,83.96%,3123,55.20%,279,54.16%,373
0.52,0.48,0.11,2.5,5,0,7,74.94%,83.83%,3228,54.82%,301,54.16%,397
0.51,0.49,0.11,2.5,5,1,6,74.98%,83.82%,3227,54.79%,303,54.16%,397
0.49,0.47,0.11,2.5,5,1,5,74.86%,83.76%,3209,55.47%,274,54.16%,373
0.5,0.46,0.11,2.5,4,0,7,74.77%,83.75%,3207,53.04%,296,54.16%,397
0.44,0.53,0.11,2.7,5,0,6,75.05%,83.73%,3233,54.23%,284,54.16%,373
0.48,0.48,0.11,2.3,4,1,7,74.90%,83.73%,3190,54.48%,279,54.16%,373
0.48,0.48,0.11,2.7,5,0,7,75.03%,83.67%,3240,53.75%,307,54.16%,397
0.46,0.54,0.11,2.3,5,0,7,74.90%,83.63%,3194,55.31%,311,54.16%,397
0.49,0.47,0.11,2.7,4,0,7,74.98%,83.63%,3244,53.44%,305,54.16%,397
0.49,0.47,0.11,2.7,4,1,5,74.98%,83.63%,3244,54.32%,278,54.16%,373
0.49,0.47,0.11,2.7,4,1,7,74.98%,83.63%,3244,53.76%,279,54.16%,373
0.46,0.54,0.11,2.5,5,1,5,75.03%,83.62%,3211,54.76%,294,54.16%,397
0.49,0.47,0.12,2.7,5,1,6,74.98%,83.40%,3296,54.01%,274,54.16%,373
0.49,0.47,0.11,3,5,1,5,74.77%,83.37%,3284,55.43%,276,54.16%,373
0.49,0.51,0.12,2.3,4,1,6,75.09%,83.35%,3250,53.87%,284,54.16%,397
0.46,0.54,0.12,2.3,4,1,6,75.09%,83.29%,3244,55.17%,290,54.16%,397
0.46,0.54,0.12,2.3,5,1,5,75.09%,83.29%,3244,55.41%,296,54.16%,397
0.47,0.49,0.12,3,5,0,7,74.81%,83.29%,3334,53.51%,299,54.16%,397
0.48,0.49,0.12,2.7,5,0,7,75.16%,83.25%,3290,54.77%,283,54.16%,373
